gene,stress,reasonable_term
Solyc01g028810,salt,false
Solyc01g044554,salt,false
Solyc01g055160,salt,false
Solyc01g056285,salt,false
Solyc01g056620,salt,false
Solyc01g056810,salt,false
Solyc01g057010,salt,false
Solyc01g057190,salt,false
Solyc01g057510,salt,false
Solyc01g058270,salt,false
Solyc01g059910,salt,false
Solyc01g059965,salt,false
Solyc01g060010,salt,false
Solyc01g060020,salt,false
Solyc01g060460,salt,false
Solyc01g065720,salt,false
Solyc01g066020,salt,false
Solyc01g066430,salt,false
Solyc01g066870,salt,false
Solyc01g067030,salt,false
Solyc01g067360,salt,false
Solyc01g067400,salt,false
Solyc01g067740,salt,false
Solyc01g068045,salt,false
Solyc01g068293,salt,false
Solyc01g068297,salt,false
Solyc01g068320,salt,false
Solyc01g073940,salt,false
Solyc01g073960,salt,false
Solyc01g079240,salt,false
Solyc01g079610,salt,false
Solyc01g079720,salt,false
Solyc01g079820,salt,false
Solyc01g080530,salt,false
Solyc01g080640,salt,false
Solyc01g080940,salt,false
Solyc01g080960,salt,false
Solyc01g081050,salt,false
Solyc01g081350,salt,false
Solyc01g081370,salt,false
Solyc01g086840,salt,false
Solyc01g086940,salt,false
Solyc01g087070,salt,false
Solyc01g087460,salt,false
Solyc01g087720,salt,false
Solyc01g088400,salt,false
Solyc01g088570,salt,false
Solyc01g088710,salt,false
Solyc01g089920,salt,false
Solyc01g089980,salt,false
Solyc01g090000,salt,false
Solyc01g090010,salt,false
Solyc01g090070,salt,false
Solyc01g090080,salt,false
Solyc01g090110,salt,false
Solyc01g090170,salt,false
Solyc01g090230,salt,false
Solyc01g090360,salt,false
Solyc01g091040,salt,false
Solyc01g091050,salt,false
Solyc01g091080,salt,false
Solyc01g091100,salt,false
Solyc01g091160,salt,false
Solyc01g091170,salt,false
Solyc01g091370,salt,false
Solyc01g091580,salt,false
Solyc01g091590,salt,false
Solyc01g091660,salt,false
Solyc01g091730,salt,false
Solyc01g091910,salt,false
Solyc01g094170,salt,false
Solyc01g094400,salt,false
Solyc01g094410,salt,false
Solyc01g094430,salt,false
Solyc01g094440,salt,false
Solyc01g094450,salt,false
Solyc01g094460,salt,false
Solyc01g094480,salt,false
Solyc01g094720,salt,false
Solyc01g094870,salt,false
Solyc01g094960,salt,false
Solyc01g095140,salt,false
Solyc01g095150,salt,false
Solyc01g095250,salt,false
Solyc01g095260,salt,false
Solyc01g095310,salt,false
Solyc01g095320,salt,false
Solyc01g095580,salt,false
Solyc01g095670,salt,false
Solyc01g095750,salt,false
Solyc01g095770,salt,false
Solyc01g095970,salt,false
Solyc01g095990,salt,false
Solyc01g096270,salt,false
Solyc01g096290,salt,false
Solyc01g096390,salt,false
Solyc01g096420,salt,false
Solyc01g096430,salt,false
Solyc01g096540,salt,false
Solyc01g096600,salt,false
Solyc01g096750,salt,false
Solyc01g096810,salt,false
Solyc01g097240,salt,false
Solyc01g097280,salt,false
Solyc01g097320,salt,false
Solyc01g097330,salt,false
Solyc01g097460,salt,false
Solyc01g097980,salt,false
Solyc01g097990,salt,false
Solyc01g098000,salt,false
Solyc01g098010,salt,false
Solyc01g098020,salt,false
Solyc01g098160,salt,false
Solyc01g098410,salt,false
Solyc01g098500,salt,false
Solyc01g098550,salt,false
Solyc01g098650,salt,false
Solyc01g098740,salt,false
Solyc01g098950,salt,false
Solyc01g099100,salt,false
Solyc01g099150,salt,false
Solyc01g099160,salt,false
Solyc01g099170,salt,false
Solyc01g099190,salt,false
Solyc01g099200,salt,false
Solyc01g099210,salt,false
Solyc01g099250,salt,false
Solyc01g099300,salt,false
Solyc01g099620,salt,false
Solyc01g099770,salt,false
Solyc01g099780,salt,false
Solyc01g100020,salt,false
Solyc01g100240,salt,false
Solyc01g100320,salt,false
Solyc01g100380,salt,false
Solyc01g100800,salt,false
Solyc01g101070,salt,false
Solyc01g102390,salt,false
Solyc01g102400,salt,false
Solyc01g102870,salt,false
Solyc01g103050,salt,false
Solyc01g103130,salt,false
Solyc01g103420,salt,false
Solyc01g103490,salt,false
Solyc01g103940,salt,false
Solyc01g104040,salt,false
Solyc01g104170,salt,false
Solyc01g104220,salt,false
Solyc01g104290,salt,false
Solyc01g104970,salt,false
Solyc01g105060,salt,false
Solyc01g105070,salt,false
Solyc01g105280,salt,false
Solyc01g105650,salt,false
Solyc01g105660,salt,false
Solyc01g106160,salt,false
Solyc01g106330,salt,false
Solyc01g106340,salt,false
Solyc01g106350,salt,false
Solyc01g106360,salt,false
Solyc01g106430,salt,false
Solyc01g106600,salt,false
Solyc01g106605,salt,false
Solyc01g106620,salt,false
Solyc01g106640,salt,false
Solyc01g106870,salt,false
Solyc01g107390,salt,false
Solyc01g107760,salt,false
Solyc01g108030,salt,false
Solyc01g108160,salt,false
Solyc01g108190,salt,false
Solyc01g108210,salt,false
Solyc01g108240,salt,false
Solyc01g108280,salt,false
Solyc01g108680,salt,false
Solyc01g108730,salt,false
Solyc01g108740,salt,false
Solyc01g108750,salt,false
Solyc01g108780,salt,false
Solyc01g108810,salt,false
Solyc01g108820,salt,false
Solyc01g108830,salt,false
Solyc01g108840,salt,false
Solyc01g108910,salt,false
Solyc01g109170,salt,false
Solyc01g109180,salt,false
Solyc01g109560,salt,false
Solyc01g109660,salt,false
Solyc01g109750,salt,false
Solyc01g109970,salt,false
Solyc01g110110,salt,false
Solyc01g110940,salt,false
Solyc01g111320,salt,false
Solyc01g111330,salt,false
Solyc01g111380,salt,false
Solyc01g111610,salt,false
Solyc01g111620,salt,false
Solyc01g112080,salt,false
Solyc01g112220,salt,false
Solyc01g150164,salt,false
Solyc01g160440,salt,false
Solyc01g161960,salt,false
Solyc02g005180,salt,false
Solyc02g005350,salt,false
Solyc02g014030,salt,false
Solyc02g014040,salt,false
Solyc02g020940,salt,false
Solyc02g024050,salt,false
Solyc02g030480,salt,false
Solyc02g031710,salt,false
Solyc02g032100,salt,false
Solyc02g032820,salt,false
Solyc02g032850,salt,false
Solyc02g033050,salt,false
Solyc02g036350,salt,false
Solyc02g036380,salt,false
Solyc02g036480,salt,false
Solyc02g038817,salt,false
Solyc02g050280,salt,false
Solyc02g061770,salt,false
Solyc02g062130,salt,false
Solyc02g062550,salt,false
Solyc02g062740,salt,false
Solyc02g062920,salt,false
Solyc02g063020,salt,false
Solyc02g063140,salt,false
Solyc02g063350,salt,false
Solyc02g064640,salt,false
Solyc02g064650,salt,false
Solyc02g064720,salt,false
Solyc02g064830,salt,false
Solyc02g064850,salt,false
Solyc02g065000,salt,false
Solyc02g065240,salt,false
Solyc02g065250,salt,false
Solyc02g065253,salt,false
Solyc02g065260,salt,false
Solyc02g065280,salt,false
Solyc02g065380,salt,false
Solyc02g065400,salt,false
Solyc02g065470,salt,false
Solyc02g067340,salt,false
Solyc02g067460,salt,false
Solyc02g067470,salt,false
Solyc02g067530,salt,false
Solyc02g067540,salt,false
Solyc02g067560,salt,false
Solyc02g067660,salt,false
Solyc02g068070,salt,false
Solyc02g068370,salt,false
Solyc02g068820,salt,false
Solyc02g069080,salt,false
Solyc02g069090,salt,false
Solyc02g069100,salt,false
Solyc02g069110,salt,false
Solyc02g069175,salt,false
Solyc02g069180,salt,false
Solyc02g069190,salt,false
Solyc02g069260,salt,false
Solyc02g069270,salt,false
Solyc02g069280,salt,false
Solyc02g069310,salt,false
Solyc02g069400,salt,false
Solyc02g069620,salt,false
Solyc02g069720,salt,false
Solyc02g070030,salt,false
Solyc02g070250,salt,false
Solyc02g070410,salt,false
Solyc02g070600,salt,false
Solyc02g070760,salt,false
Solyc02g070770,salt,false
Solyc02g070890,salt,false
Solyc02g070910,salt,false
Solyc02g071130,salt,false
Solyc02g071280,salt,false
Solyc02g071780,salt,false
Solyc02g072080,salt,false
Solyc02g072240,salt,false
Solyc02g072250,salt,false
Solyc02g072310,salt,false
Solyc02g072423,salt,false
Solyc02g072520,salt,false
Solyc02g075630,salt,false
Solyc02g076910,salt,false
Solyc02g077320,salt,false
Solyc02g077430,salt,false
Solyc02g077450,salt,false
Solyc02g077560,salt,false
Solyc02g077620,salt,false
Solyc02g077780,salt,false
Solyc02g077990,salt,false
Solyc02g078130,salt,false
Solyc02g078230,salt,false
Solyc02g078270,salt,false
Solyc02g079190,salt,false
Solyc02g079220,salt,false
Solyc02g079530,salt,false
Solyc02g079540,salt,false
Solyc02g079550,salt,false
Solyc02g079590,salt,false
Solyc02g080010,salt,false
Solyc02g080100,salt,false
Solyc02g080180,salt,false
Solyc02g080200,salt,false
Solyc02g080220,salt,false
Solyc02g080340,salt,false
Solyc02g080430,salt,false
Solyc02g080920,salt,false
Solyc02g080930,salt,false
Solyc02g081040,salt,false
Solyc02g081050,salt,false
Solyc02g081190,salt,false
Solyc02g081340,salt,false
Solyc02g081870,salt,false
Solyc02g081970,salt,false
Solyc02g082050,salt,false
Solyc02g082470,salt,false
Solyc02g082830,salt,false
Solyc02g082920,salt,false
Solyc02g082930,salt,false
Solyc02g082960,salt,false
Solyc02g083310,salt,false
Solyc02g083390,salt,false
Solyc02g083760,salt,false
Solyc02g083790,salt,false
Solyc02g083810,salt,false
Solyc02g083850,salt,false
Solyc02g083900,salt,false
Solyc02g084450,salt,false
Solyc02g084700,salt,false
Solyc02g084840,salt,false
Solyc02g084850,salt,false
Solyc02g084890,salt,false
Solyc02g084910,salt,false
Solyc02g084920,salt,false
Solyc02g084930,salt,false
Solyc02g085090,salt,false
Solyc02g085570,salt,false
Solyc02g085670,salt,false
Solyc02g085730,salt,false
Solyc02g085810,salt,false
Solyc02g085870,salt,false
Solyc02g086270,salt,false
Solyc02g086610,salt,false
Solyc02g086700,salt,false
Solyc02g086730,salt,false
Solyc02g086740,salt,false
Solyc02g086770,salt,false
Solyc02g086820,salt,false
Solyc02g086900,salt,false
Solyc02g086910,salt,false
Solyc02g087010,salt,false
Solyc02g087020,salt,false
Solyc02g087070,salt,false
Solyc02g087110,salt,false
Solyc02g087230,salt,false
Solyc02g087460,salt,false
Solyc02g087490,salt,false
Solyc02g087520,salt,false
Solyc02g087710,salt,false
Solyc02g087910,salt,false
Solyc02g087960,salt,false
Solyc02g087980,salt,false
Solyc02g088560,salt,false
Solyc02g088800,salt,false
Solyc02g089060,salt,false
Solyc02g089090,salt,false
Solyc02g089230,salt,false
Solyc02g089550,salt,false
Solyc02g089620,salt,false
Solyc02g089630,salt,false
Solyc02g089660,salt,false
Solyc02g089800,salt,false
Solyc02g089900,salt,false
Solyc02g089920,salt,false
Solyc02g090110,salt,false
Solyc02g090390,salt,false
Solyc02g091140,salt,false
Solyc02g091260,salt,false
Solyc02g091500,salt,false
Solyc02g091510,salt,false
Solyc02g091560,salt,false
Solyc02g091590,salt,false
Solyc02g092330,salt,false
Solyc02g092410,salt,false
Solyc02g092440,salt,false
Solyc02g092450,salt,false
Solyc02g092530,salt,false
Solyc02g092780,salt,false
Solyc02g092800,salt,false
Solyc02g092820,salt,false
Solyc02g092860,salt,false
Solyc02g093130,salt,false
Solyc02g093320,salt,false
Solyc02g093520,salt,false
Solyc02g094010,salt,false
Solyc02g094040,salt,false
Solyc02g094110,salt,false
Solyc02g094380,salt,false
Solyc02g094440,salt,false
Solyc02g094520,salt,false
Solyc02g094570,salt,false
Solyc02g161430,salt,false
Solyc03g005020,salt,false
Solyc03g005040,salt,false
Solyc03g005250,salt,false
Solyc03g005260,salt,false
Solyc03g005470,salt,false
Solyc03g005630,salt,false
Solyc03g005670,salt,false
Solyc03g006047,salt,false
Solyc03g006270,salt,false
Solyc03g006650,salt,false
Solyc03g006770,salt,false
Solyc03g006870,salt,false
Solyc03g007050,salt,false
Solyc03g007230,salt,false
Solyc03g007240,salt,false
Solyc03g007270,salt,false
Solyc03g007380,salt,false
Solyc03g007670,salt,false
Solyc03g007890,salt,false
Solyc03g013140,salt,false
Solyc03g013300,salt,false
Solyc03g013615,salt,false
Solyc03g019820,salt,false
Solyc03g019850,salt,false
Solyc03g019920,salt,false
Solyc03g019980,salt,false
Solyc03g020040,salt,false
Solyc03g020050,salt,false
Solyc03g020060,salt,false
Solyc03g020070,salt,false
Solyc03g020080,salt,false
Solyc03g025540,salt,false
Solyc03g025650,salt,false
Solyc03g025720,salt,false
Solyc03g025750,salt,false
Solyc03g025950,salt,false
Solyc03g026210,salt,false
Solyc03g026360,salt,false
Solyc03g031420,salt,false
Solyc03g031670,salt,false
Solyc03g031790,salt,false
Solyc03g031820,salt,false
Solyc03g032150,salt,false
Solyc03g032240,salt,false
Solyc03g033320,salt,false
Solyc03g033480,salt,false
Solyc03g033490,salt,false
Solyc03g033610,salt,false
Solyc03g033790,salt,false
Solyc03g043585,salt,false
Solyc03g043960,salt,false
Solyc03g044010,salt,false
Solyc03g044210,salt,false
Solyc03g044230,salt,false
Solyc03g044470,salt,false
Solyc03g044740,salt,false
Solyc03g044790,salt,false
Solyc03g044800,salt,false
Solyc03g044933,salt,false
Solyc03g045050,salt,false
Solyc03g058920,salt,false
Solyc03g058930,salt,false
Solyc03g059110,salt,false
Solyc03g061657,salt,false
Solyc03g062890,salt,false
Solyc03g063110,salt,false
Solyc03g063200,salt,false
Solyc03g063210,salt,false
Solyc03g063220,salt,false
Solyc03g063280,salt,false
Solyc03g063560,salt,false
Solyc03g063600,salt,false
Solyc03g064030,salt,false
Solyc03g065150,salt,false
Solyc03g065250,salt,false
Solyc03g065340,salt,false
Solyc03g070380,salt,false
Solyc03g078300,salt,false
Solyc03g078330,salt,false
Solyc03g078440,salt,false
Solyc03g078600,salt,false
Solyc03g078810,salt,false
Solyc03g079960,salt,false
Solyc03g080040,salt,false
Solyc03g080090,salt,false
Solyc03g080170,salt,false
Solyc03g080190,salt,false
Solyc03g081230,salt,false
Solyc03g082450,salt,false
Solyc03g082570,salt,false
Solyc03g082580,salt,false
Solyc03g082590,salt,false
Solyc03g082600,salt,false
Solyc03g082780,salt,false
Solyc03g083210,salt,false
Solyc03g083350,salt,false
Solyc03g083450,salt,false
Solyc03g083570,salt,false
Solyc03g083660,salt,false
Solyc03g083710,salt,false
Solyc03g083770,salt,false
Solyc03g083990,salt,false
Solyc03g083993,salt,false
Solyc03g083994,salt,false
Solyc03g083995,salt,false
Solyc03g083996,salt,false
Solyc03g083998,salt,false
Solyc03g090990,salt,false
Solyc03g091000,salt,false
Solyc03g091010,salt,false
Solyc03g091020,salt,false
Solyc03g091030,salt,false
Solyc03g091035,salt,false
Solyc03g093050,salt,false
Solyc03g093060,salt,false
Solyc03g093070,salt,false
Solyc03g093250,salt,false
Solyc03g093380,salt,false
Solyc03g093400,salt,false
Solyc03g093540,salt,false
Solyc03g093550,salt,false
Solyc03g093560,salt,false
Solyc03g093700,salt,false
Solyc03g093710,salt,false
Solyc03g094040,salt,false
Solyc03g094060,salt,false
Solyc03g094170,salt,false
Solyc03g095230,salt,false
Solyc03g095550,salt,false
Solyc03g095650,salt,false
Solyc03g095770,salt,false
Solyc03g095970,salt,false
Solyc03g096190,salt,false
Solyc03g096730,salt,false
Solyc03g097030,salt,false
Solyc03g097260,salt,false
Solyc03g097380,salt,false
Solyc03g097650,salt,false
Solyc03g097680,salt,false
Solyc03g097920,salt,false
Solyc03g097940,salt,false
Solyc03g098090,salt,false
Solyc03g098210,salt,false
Solyc03g098280,salt,false
Solyc03g098400,salt,false
Solyc03g098795,salt,false
Solyc03g110880,salt,false
Solyc03g111010,salt,false
Solyc03g111280,salt,false
Solyc03g111290,salt,false
Solyc03g111300,salt,false
Solyc03g111730,salt,false
Solyc03g111760,salt,false
Solyc03g111840,salt,false
Solyc03g111850,salt,false
Solyc03g111870,salt,false
Solyc03g112100,salt,false
Solyc03g112310,salt,false
Solyc03g112340,salt,false
Solyc03g112460,salt,false
Solyc03g112570,salt,false
Solyc03g112590,salt,false
Solyc03g113210,salt,false
Solyc03g113300,salt,false
Solyc03g113390,salt,false
Solyc03g113460,salt,false
Solyc03g113570,salt,false
Solyc03g113580,salt,false
Solyc03g113940,salt,false
Solyc03g114120,salt,false
Solyc03g114140,salt,false
Solyc03g114230,salt,false
Solyc03g114233,salt,false
Solyc03g114237,salt,false
Solyc03g114470,salt,false
Solyc03g114760,salt,false
Solyc03g115070,salt,false
Solyc03g115390,salt,false
Solyc03g115470,salt,false
Solyc03g115560,salt,false
Solyc03g115610,salt,false
Solyc03g115820,salt,false
Solyc03g115860,salt,false
Solyc03g115930,salt,false
Solyc03g115990,salt,false
Solyc03g116100,salt,false
Solyc03g116260,salt,false
Solyc03g116290,salt,false
Solyc03g116350,salt,false
Solyc03g116730,salt,false
Solyc03g116810,salt,false
Solyc03g116890,salt,false
Solyc03g117020,salt,false
Solyc03g117040,salt,false
Solyc03g117490,salt,false
Solyc03g117890,salt,false
Solyc03g117970,salt,false
Solyc03g117980,salt,false
Solyc03g118040,salt,false
Solyc03g118200,salt,false
Solyc03g118420,salt,false
Solyc03g118780,salt,false
Solyc03g118810,salt,false
Solyc03g118830,salt,false
Solyc03g119010,salt,false
Solyc03g119040,salt,false
Solyc03g119240,salt,false
Solyc03g119250,salt,false
Solyc03g119490,salt,false
Solyc03g119690,salt,false
Solyc03g120110,salt,false
Solyc03g120200,salt,false
Solyc03g120500,salt,false
Solyc03g120850,salt,false
Solyc03g120980,salt,false
Solyc03g121050,salt,false
Solyc03g121230,salt,false
Solyc03g121620,salt,false
Solyc03g121660,salt,false
Solyc03g121680,salt,false
Solyc03g122130,salt,false
Solyc03g122170,salt,false
Solyc03g123410,salt,false
Solyc03g123630,salt,false
Solyc03g123680,salt,false
Solyc03g123800,salt,false
Solyc03g123830,salt,false
Solyc03g123860,salt,false
Solyc03g123870,salt,false
Solyc03g123960,salt,false
Solyc03g123980,salt,false
Solyc03g160270,salt,false
Solyc03g160280,salt,false
Solyc04g005250,salt,false
Solyc04g005370,salt,false
Solyc04g005390,salt,false
Solyc04g005610,salt,false
Solyc04g005850,salt,false
Solyc04g005910,salt,false
Solyc04g006983,salt,false
Solyc04g006987,salt,false
Solyc04g007310,salt,false
Solyc04g007320,salt,false
Solyc04g007390,salt,false
Solyc04g007490,salt,false
Solyc04g007570,salt,false
Solyc04g007620,salt,false
Solyc04g007970,salt,false
Solyc04g008000,salt,false
Solyc04g008110,salt,false
Solyc04g008430,salt,false
Solyc04g008470,salt,false
Solyc04g008630,salt,false
Solyc04g008660,salt,false
Solyc04g009030,salt,false
Solyc04g009040,salt,false
Solyc04g009110,salt,false
Solyc04g009130,salt,false
Solyc04g009150,salt,false
Solyc04g009240,salt,false
Solyc04g009250,salt,false
Solyc04g009260,salt,false
Solyc04g009290,salt,false
Solyc04g009300,salt,false
Solyc04g009430,salt,false
Solyc04g009500,salt,false
Solyc04g009690,salt,false
Solyc04g009830,salt,false
Solyc04g009950,salt,false
Solyc04g011370,salt,false
Solyc04g011480,salt,false
Solyc04g011490,salt,false
Solyc04g011520,salt,false
Solyc04g011670,salt,false
Solyc04g011910,salt,false
Solyc04g012160,salt,false
Solyc04g014410,salt,false
Solyc04g014870,salt,false
Solyc04g016260,salt,false
Solyc04g016370,salt,false
Solyc04g016440,salt,false
Solyc04g017710,salt,false
Solyc04g018110,salt,false
Solyc04g024840,salt,false
Solyc04g025300,salt,false
Solyc04g025400,salt,false
Solyc04g025410,salt,false
Solyc04g026030,salt,false
Solyc04g026140,salt,false
Solyc04g028380,salt,false
Solyc04g028470,salt,false
Solyc04g039730,salt,false
Solyc04g040160,salt,false
Solyc04g040220,salt,false
Solyc04g048900,salt,false
Solyc04g048950,salt,false
Solyc04g049010,salt,false
Solyc04g049070,salt,false
Solyc04g049450,salt,false
Solyc04g049770,salt,false
Solyc04g050510,salt,false
Solyc04g050820,salt,false
Solyc04g050970,salt,false
Solyc04g051270,salt,false
Solyc04g051510,salt,false
Solyc04g051690,salt,false
Solyc04g054170,salt,false
Solyc04g054320,salt,false
Solyc04g054440,salt,false
Solyc04g054450,salt,false
Solyc04g054690,salt,false
Solyc04g054740,salt,false
Solyc04g054840,salt,false
Solyc04g055060,salt,false
Solyc04g055080,salt,false
Solyc04g056270,salt,false
Solyc04g057890,salt,false
Solyc04g057950,salt,false
Solyc04g058110,salt,false
Solyc04g064500,salt,false
Solyc04g064850,salt,false
Solyc04g071000,salt,false
Solyc04g071150,salt,false
Solyc04g071680,salt,false
Solyc04g071770,salt,false
Solyc04g071960,salt,false
Solyc04g072000,salt,false
Solyc04g072030,salt,false
Solyc04g072070,salt,false
Solyc04g072460,salt,false
Solyc04g072570,salt,false
Solyc04g073960,salt,false
Solyc04g074000,salt,false
Solyc04g074020,salt,false
Solyc04g074030,salt,false
Solyc04g074050,salt,false
Solyc04g074070,salt,false
Solyc04g074190,salt,false
Solyc04g074480,salt,false
Solyc04g074500,salt,false
Solyc04g074750,salt,false
Solyc04g074820,salt,false
Solyc04g074980,salt,false
Solyc04g076060,salt,false
Solyc04g076190,salt,false
Solyc04g076220,salt,false
Solyc04g076420,salt,false
Solyc04g076570,salt,false
Solyc04g076790,salt,false
Solyc04g076850,salt,false
Solyc04g076880,salt,false
Solyc04g076980,salt,false
Solyc04g077870,salt,false
Solyc04g078090,salt,false
Solyc04g078140,salt,false
Solyc04g078250,salt,false
Solyc04g078270,salt,false
Solyc04g078290,salt,false
Solyc04g078325,salt,false
Solyc04g078360,salt,false
Solyc04g078370,salt,false
Solyc04g078540,salt,false
Solyc04g078640,salt,false
Solyc04g078760,salt,false
Solyc04g078900,salt,false
Solyc04g079240,salt,false
Solyc04g079420,salt,false
Solyc04g079720,salt,false
Solyc04g079730,salt,false
Solyc04g080240,salt,false
Solyc04g080320,salt,false
Solyc04g080450,salt,false
Solyc04g080650,salt,false
Solyc04g080670,salt,false
Solyc04g080700,salt,false
Solyc04g080960,salt,false
Solyc04g081550,salt,false
Solyc04g081930,salt,false
Solyc04g081960,salt,false
Solyc04g082510,salt,false
Solyc04g082590,salt,false
Solyc04g082610,salt,false
Solyc04g082620,salt,false
Solyc04g082630,salt,false
Solyc04g082860,salt,false
Solyc04g082890,salt,false
Solyc05g005110,salt,false
Solyc05g005330,salt,false
Solyc05g005480,salt,false
Solyc05g005610,salt,false
Solyc05g005760,salt,false
Solyc05g005820,salt,false
Solyc05g006570,salt,false
Solyc05g007140,salt,false
Solyc05g007350,salt,false
Solyc05g007610,salt,false
Solyc05g007630,salt,false
Solyc05g007640,salt,false
Solyc05g007750,salt,false
Solyc05g007770,salt,false
Solyc05g007850,salt,false
Solyc05g008370,salt,false
Solyc05g008810,salt,false
Solyc05g008940,salt,false
Solyc05g008960,salt,false
Solyc05g008980,salt,false
Solyc05g008990,salt,false
Solyc05g009270,salt,false
Solyc05g009550,salt,false
Solyc05g010240,salt,false
Solyc05g010400,salt,false
Solyc05g012040,salt,false
Solyc05g012080,salt,false
Solyc05g012172,salt,false
Solyc05g012173,salt,false
Solyc05g012177,salt,false
Solyc05g012180,salt,false
Solyc05g012260,salt,false
Solyc05g012510,salt,false
Solyc05g012520,salt,false
Solyc05g012740,salt,false
Solyc05g012890,salt,false
Solyc05g012910,salt,false
Solyc05g013070,salt,false
Solyc05g014240,salt,false
Solyc05g014470,salt,false
Solyc05g015490,salt,false
Solyc05g015610,salt,false
Solyc05g015920,salt,false
Solyc05g015930,salt,false
Solyc05g016310,salt,false
Solyc05g018180,salt,false
Solyc05g018600,salt,false
Solyc05g021090,salt,false
Solyc05g021100,salt,false
Solyc05g024160,salt,false
Solyc05g024290,salt,false
Solyc05g024410,salt,false
Solyc05g025680,salt,false
Solyc05g025820,salt,false
Solyc05g031600,salt,false
Solyc05g048780,salt,false
Solyc05g048790,salt,false
Solyc05g049970,salt,false
Solyc05g050110,salt,false
Solyc05g050130,salt,false
Solyc05g050280,salt,false
Solyc05g050320,salt,false
Solyc05g050350,salt,false
Solyc05g050360,salt,false
Solyc05g050380,salt,false
Solyc05g050390,salt,false
Solyc05g050500,salt,false
Solyc05g050590,salt,false
Solyc05g050600,salt,false
Solyc05g050750,salt,false
Solyc05g050800,salt,false
Solyc05g050910,salt,false
Solyc05g050920,salt,false
Solyc05g051220,salt,false
Solyc05g051270,salt,false
Solyc05g051680,salt,false
Solyc05g051710,salt,false
Solyc05g051790,salt,false
Solyc05g051850,salt,false
Solyc05g051875,salt,false
Solyc05g051900,salt,false
Solyc05g051920,salt,false
Solyc05g051940,salt,false
Solyc05g052030,salt,false
Solyc05g052120,salt,false
Solyc05g052520,salt,false
Solyc05g052570,salt,false
Solyc05g052600,salt,false
Solyc05g052760,salt,false
Solyc05g053000,salt,false
Solyc05g053010,salt,false
Solyc05g053020,salt,false
Solyc05g053300,salt,false
Solyc05g053310,salt,false
Solyc05g053510,salt,false
Solyc05g053570,salt,false
Solyc05g053590,salt,false
Solyc05g053600,salt,false
Solyc05g053610,salt,false
Solyc05g053740,salt,false
Solyc05g053800,salt,false
Solyc05g053870,salt,false
Solyc05g053910,salt,false
Solyc05g053920,salt,false
Solyc05g053930,salt,false
Solyc05g055150,salt,false
Solyc05g055510,salt,false
Solyc05g055640,salt,false
Solyc05g055850,salt,false
Solyc05g056180,salt,false
Solyc05g056230,salt,false
Solyc05g056250,salt,false
Solyc06g005170,salt,false
Solyc06g005360,salt,false
Solyc06g005500,salt,false
Solyc06g007190,salt,false
Solyc06g007490,salt,false
Solyc06g007930,salt,false
Solyc06g008270,salt,false
Solyc06g008300,salt,false
Solyc06g008310,salt,false
Solyc06g008780,salt,false
Solyc06g008870,salt,false
Solyc06g009020,salt,false
Solyc06g009040,salt,false
Solyc06g009140,salt,false
Solyc06g009540,salt,false
Solyc06g009900,salt,false
Solyc06g010030,salt,false
Solyc06g034370,salt,false
Solyc06g035700,salt,false
Solyc06g035980,salt,false
Solyc06g036290,salt,false
Solyc06g036310,salt,false
Solyc06g036330,salt,false
Solyc06g036420,salt,false
Solyc06g043140,salt,false
Solyc06g048510,salt,false
Solyc06g048570,salt,false
Solyc06g048710,salt,false
Solyc06g048910,salt,false
Solyc06g048920,salt,false
Solyc06g048960,salt,false
Solyc06g049080,salt,false
Solyc06g050810,salt,false
Solyc06g050900,salt,false
Solyc06g051270,salt,false
Solyc06g051920,salt,false
Solyc06g051970,salt,false
Solyc06g053200,salt,false
Solyc06g053420,salt,false
Solyc06g053480,salt,false
Solyc06g053510,salt,false
Solyc06g053520,salt,false
Solyc06g053750,salt,false
Solyc06g053760,salt,false
Solyc06g054020,salt,false
Solyc06g054050,salt,false
Solyc06g054490,salt,false
Solyc06g054510,salt,false
Solyc06g054540,salt,false
Solyc06g060290,salt,false
Solyc06g060440,salt,false
Solyc06g060450,salt,false
Solyc06g060500,salt,false
Solyc06g060610,salt,false
Solyc06g060640,salt,false
Solyc06g060870,salt,false
Solyc06g060980,salt,false
Solyc06g062830,salt,false
Solyc06g063110,salt,false
Solyc06g063190,salt,false
Solyc06g064620,salt,false
Solyc06g064870,salt,false
Solyc06g064960,salt,false
Solyc06g064970,salt,false
Solyc06g064980,salt,false
Solyc06g064990,salt,false
Solyc06g065010,salt,false
Solyc06g065230,salt,false
Solyc06g065390,salt,false
Solyc06g065580,salt,false
Solyc06g065640,salt,false
Solyc06g065990,salt,false
Solyc06g066000,salt,false
Solyc06g066320,salt,false
Solyc06g066330,salt,false
Solyc06g068450,salt,false
Solyc06g068460,salt,false
Solyc06g068680,salt,false
Solyc06g068700,salt,false
Solyc06g068830,salt,false
Solyc06g068840,salt,false
Solyc06g068960,salt,false
Solyc06g068970,salt,false
Solyc06g069010,salt,false
Solyc06g069190,salt,false
Solyc06g069320,salt,false
Solyc06g069570,salt,false
Solyc06g069610,salt,false
Solyc06g069650,salt,false
Solyc06g069850,salt,false
Solyc06g071030,salt,false
Solyc06g071280,salt,false
Solyc06g071380,salt,false
Solyc06g071550,salt,false
Solyc06g071580,salt,false
Solyc06g071640,salt,false
Solyc06g071920,salt,false
Solyc06g072300,salt,false
